tweet_id,favorites,retweets,user_followers,user_favourites,date_time
784826020293709826,10351,3321,8768045,145816,2016-10-08 18:41:19+00:00
784517518371221505,9178,2596,8768045,145816,2016-10-07 22:15:26+00:00
784431430411685888,5827,1307,8768045,145816,2016-10-07 16:33:21+00:00
784183165795655680,20549,8258,8768045,145816,2016-10-07 00:06:50+00:00
784057939640352768,30441,11393,8768045,145816,2016-10-06 15:49:14+00:00
783839966405230592,30687,11034,8768045,145816,2016-10-06 01:23:05+00:00
783821107061198850,7511,2017,8768045,145816,2016-10-06 00:08:09+00:00
783695101801398276,10688,3290,8768045,145816,2016-10-05 15:47:27+00:00
783466772167098368,8639,2302,8768045,145816,2016-10-05 00:40:09+00:00
783391753726550016,17253,5618,8768045,145816,2016-10-04 19:42:03+00:00
783347506784731136,0,5673,8768045,145816,2016-10-04 16:46:14+00:00
783334639985389568,29767,11953,8768045,145816,2016-10-04 15:55:06+00:00
783085703974514689,8332,2251,8768045,145816,2016-10-03 23:25:55+00:00
782969140009107456,24633,7544,8768045,145816,2016-10-03 15:42:44+00:00
782747134529531904,7643,1440,8768045,145816,2016-10-03 01:00:34+00:00
782722598790725632,17659,5512,8768045,145816,2016-10-02 23:23:04+00:00
782598640137187329,7967,1916,8768045,145816,2016-10-02 15:10:30+00:00
782305867769217024,17004,5707,8768045,145816,2016-10-01 19:47:08+00:00
782021823840026624,0,6351,8768045,145816,2016-10-01 00:58:26+00:00
781955203444699136,11370,3452,8768045,145816,2016-09-30 20:33:43+00:00
781661882474196992,10663,2782,8768045,145816,2016-09-30 01:08:10+00:00
